Customer_ID,Gender,Age,Income_Bracket,Employment_Type,Marital_Status,City,Education_Level,Preferred_Travel_Mode,Preferred_Travel_Season,Travel_Purpose,Booking_Method,Has_Traveled_Abroad,Frequent_Traveler,Has_Children,Credit_Card_Holder,Internet_Usage,Social_Media_Usage,Travel_Insurance_Awareness,Purchased_Travel_Plan
179,Male,57,<3 LPA,Student,Married,Delhi,High School,Bus,Monsoon,Leisure,Online,Yes,No,Yes,Yes,Medium,Medium,Aware,0
180,Male,27,<3 LPA,Student,Married,Pune,Graduate,Bus,Summer,Business,Online,No,No,Yes,No,Low,Medium,Aware,0
181,Male,46,6-10 LPA,Self-Employed,Single,Delhi,Graduate,Own Vehicle,Monsoon,Pilgrimage,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,0
182,Male,46,>15 LPA,Salaried,Single,Kolkata,High School,Bus,Summer,Family Visit,Offline Agent,Yes,No,No,Yes,Medium,High,Aware,1
183,Female,44,6-10 LPA,Salaried,Divorced,Kolkata,Post-Graduate,Train,Summer,Leisure,Online,No,No,Yes,Yes,Low,High,Aware,0
184,Male,32,6-10 LPA,Unemployed,Single,Pune,Graduate,Own Vehicle,Summer,Family Visit,Direct Booking,No,No,No,No,Medium,High,Not Aware,0
185,Male,36,10-15 LPA,Self-Employed,Married,Mumbai,Post-Graduate,Own Vehicle,Summer,Family Visit,Offline Agent,No,No,No,Yes,Medium,Low,Aware,1
186,Male,43,3-6 LPA,Student,Single,Hyderabad,Graduate,Bus,Winter,Leisure,Offline Agent,No,No,Yes,Yes,High,High,Aware,0
187,Female,60,<3 LPA,Salaried,Single,Pune,Graduate,Own Vehicle,Summer,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Not Aware,0
188,Male,29,<3 LPA,Self-Employed,Single,Hyderabad,Graduate,Own Vehicle,Monsoon,Family Visit,Online,No,No,Yes,No,High,Medium,Not Aware,0
189,Male,52,3-6 LPA,Salaried,Married,Kolkata,High School,Bus,Summer,Business,Online,No,No,No,No,High,Medium,Not Aware,0
190,Female,35,3-6 LPA,Student,Divorced,Chennai,High School,Train,Monsoon,Business,Online,No,No,No,No,Medium,High,Not Aware,0
191,Male,57,<3 LPA,Student,Single,Hyderabad,Graduate,Bus,Winter,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,0
192,Male,33,<3 LPA,Self-Employed,Single,Ahmedabad,Graduate,Flight,Summer,Family Visit,Direct Booking,No,Yes,No,No,High,Medium,Aware,1
193,Male,25,<3 LPA,Salaried,Married,Kolkata,Graduate,Own Vehicle,Winter,Leisure,Offline Agent,No,No,Yes,No,High,High,Aware,0
194,Male,31,>15 LPA,Salaried,Single,Ahmedabad,Graduate,Bus,Summer,Business,Offline Agent,No,Yes,Yes,Yes,Low,Medium,Not Aware,1
195,Male,30,<3 LPA,Salaried,Divorced,Ahmedabad,High School,Train,Summer,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Aware,0
196,Female,33,6-10 LPA,Unemployed,Single,Chennai,Doctorate,Train,Winter,Leisure,Online,No,No,Yes,No,High,High,Not Aware,0
197,Female,35,6-10 LPA,Salaried,Married,Bangalore,High School,Own Vehicle,Monsoon,Pilgrimage,Online,No,Yes,No,Yes,Low,Low,Aware,1
198,Female,27,6-10 LPA,Student,Married,Kolkata,Graduate,Flight,Monsoon,Leisure,Direct Booking,No,Yes,No,Yes,Low,High,Not Aware,1
199,Male,60,<3 LPA,Student,Married,Chennai,Post-Graduate,Bus,Monsoon,Family Visit,Online,No,No,No,No,Medium,Low,Aware,0
200,Male,48,3-6 LPA,Student,Married,Delhi,High School,Flight,Summer,Family Visit,Online,No,No,Yes,Yes,Low,High,Aware,1
201,Male,52,<3 LPA,Unemployed,Single,Bangalore,Doctorate,Bus,Monsoon,Pilgrimage,Offline Agent,Yes,No,No,No,Medium,Low,Aware,0
202,Female,55,3-6 LPA,Self-Employed,Single,Pune,High School,Train,Monsoon,Pilgrimage,Offline Agent,Yes,No,No,No,Medium,Medium,Not Aware,0
203,Male,35,<3 LPA,Student,Divorced,Mumbai,High School,Train,Summer,Leisure,Online,No,Yes,Yes,No,High,High,Aware,1
204,Male,56,6-10 LPA,Salaried,Married,Mumbai,Graduate,Own Vehicle,Winter,Pilgrimage,Direct Booking,No,Yes,Yes,No,Low,Medium,Aware,1
205,Female,41,6-10 LPA,Self-Employed,Single,Mumbai,Graduate,Flight,Monsoon,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
206,Male,26,6-10 LPA,Student,Married,Delhi,Graduate,Train,Winter,Business,Online,No,Yes,Yes,No,High,Low,Aware,1
207,Female,21,3-6 LPA,Salaried,Married,Ahmedabad,High School,Own Vehicle,Summer,Family Visit,Online,No,Yes,No,No,High,High,Aware,1
208,Female,24,3-6 LPA,Student,Married,Pune,High School,Train,Summer,Pilgrimage,Offline Agent,No,No,No,No,High,Low,Aware,0
209,Female,31,10-15 LPA,Student,Single,Kolkata,High School,Bus,Monsoon,Business,Online,No,No,No,Yes,High,High,Aware,1
210,Male,46,3-6 LPA,Student,Married,Mumbai,Graduate,Flight,Monsoon,Leisure,Direct Booking,No,No,Yes,No,Low,Low,Aware,0
211,Male,57,6-10 LPA,Salaried,Single,Chennai,Post-Graduate,Flight,Winter,Family Visit,Offline Agent,No,Yes,No,Yes,Medium,Low,Aware,1
212,Male,43,10-15 LPA,Self-Employed,Married,Kolkata,Graduate,Bus,Monsoon,Leisure,Offline Agent,No,No,Yes,No,Low,High,Aware,1
213,Male,49,3-6 LPA,Salaried,Single,Delhi,Post-Graduate,Bus,Winter,Business,Direct Booking,No,No,Yes,No,High,Medium,Aware,0
214,Male,41,3-6 LPA,Student,Married,Hyderabad,High School,Flight,Summer,Family Visit,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
215,Male,47,3-6 LPA,Salaried,Single,Delhi,High School,Own Vehicle,Winter,Family Visit,Online,No,No,No,No,Medium,Medium,Aware,0
216,Male,59,<3 LPA,Self-Employed,Single,Pune,Graduate,Own Vehicle,Summer,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,0
217,Female,60,<3 LPA,Salaried,Single,Delhi,Post-Graduate,Train,Monsoon,Business,Online,No,No,Yes,No,Low,Medium,Aware,0
218,Male,33,<3 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,No,Medium,Low,Not Aware,0
219,Female,43,<3 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Winter,Family Visit,Offline Agent,No,No,Yes,No,Low,Medium,Not Aware,0
220,Male,36,6-10 LPA,Salaried,Single,Pune,Graduate,Own Vehicle,Winter,Leisure,Direct Booking,Yes,Yes,Yes,Yes,Low,High,Aware,1
221,Male,50,10-15 LPA,Self-Employed,Divorced,Chennai,High School,Bus,Monsoon,Family Visit,Online,No,No,No,No,Medium,Low,Not Aware,0
222,Male,24,3-6 LPA,Student,Married,Bangalore,Graduate,Flight,Monsoon,Leisure,Online,No,No,No,No,Low,Medium,Aware,0
223,Female,60,>15 LPA,Salaried,Married,Hyderabad,Graduate,Train,Monsoon,Leisure,Online,No,Yes,Yes,Yes,High,High,Not Aware,1
224,Female,36,>15 LPA,Salaried,Single,Delhi,Post-Graduate,Flight,Winter,Family Visit,Offline Agent,No,No,Yes,Yes,Medium,Medium,Not Aware,1
225,Female,51,>15 LPA,Salaried,Married,Mumbai,Graduate,Flight,Winter,Leisure,Online,No,No,Yes,Yes,High,Medium,Not Aware,1
226,Female,45,10-15 LPA,Student,Single,Hyderabad,Post-Graduate,Own Vehicle,Summer,Leisure,Online,No,No,Yes,No,Medium,Medium,Aware,1
227,Male,32,3-6 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Winter,Business,Online,No,No,Yes,No,Low,High,Aware,0
228,Female,46,<3 LPA,Salaried,Single,Bangalore,Post-Graduate,Own Vehicle,Summer,Leisure,Online,No,No,Yes,Yes,High,Medium,Not Aware,0
229,Male,57,6-10 LPA,Salaried,Married,Ahmedabad,Graduate,Train,Monsoon,Leisure,Offline Agent,No,No,Yes,Yes,Medium,High,Aware,0
230,Male,53,6-10 LPA,Salaried,Single,Pune,Graduate,Train,Summer,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
231,Female,48,10-15 LPA,Salaried,Divorced,Delhi,High School,Train,Summer,Leisure,Online,Yes,No,No,Yes,Medium,Medium,Not Aware,0
232,Female,29,>15 LPA,Salaried,Single,Mumbai,Graduate,Train,Winter,Family Visit,Online,No,No,Yes,Yes,Low,High,Not Aware,0
233,Female,32,6-10 LPA,Student,Single,Mumbai,Graduate,Bus,Winter,Leisure,Online,Yes,No,Yes,No,Medium,Low,Aware,0
234,Female,25,3-6 LPA,Self-Employed,Married,Bangalore,Post-Graduate,Flight,Summer,Leisure,Offline Agent,No,No,Yes,Yes,Medium,Low,Aware,1
235,Female,48,<3 LPA,Salaried,Divorced,Kolkata,Post-Graduate,Own Vehicle,Summer,Business,Online,Yes,Yes,No,Yes,Medium,Medium,Aware,1
236,Female,55,<3 LPA,Self-Employed,Married,Mumbai,Graduate,Flight,Monsoon,Pilgrimage,Direct Booking,No,Yes,Yes,No,High,Low,Aware,1
237,Female,25,6-10 LPA,Salaried,Single,Ahmedabad,High School,Flight,Winter,Leisure,Online,Yes,Yes,Yes,Yes,Low,Medium,Aware,1
238,Female,54,6-10 LPA,Unemployed,Married,Ahmedabad,Post-Graduate,Flight,Monsoon,Pilgrimage,Online,No,No,Yes,No,Low,Medium,Not Aware,0
239,Male,54,10-15 LPA,Salaried,Divorced,Chennai,High School,Own Vehicle,Summer,Leisure,Offline Agent,No,Yes,No,No,High,Medium,Aware,1
240,Female,33,6-10 LPA,Student,Single,Ahmedabad,Post-Graduate,Flight,Monsoon,Family Visit,Online,Yes,No,Yes,Yes,Low,Medium,Not Aware,1
241,Female,59,>15 LPA,Student,Single,Hyderabad,Graduate,Bus,Winter,Leisure,Online,No,No,No,No,Low,Medium,Aware,1
242,Male,34,6-10 LPA,Salaried,Married,Hyderabad,Post-Graduate,Own Vehicle,Summer,Pilgrimage,Online,No,No,Yes,No,Medium,Low,Aware,0
243,Female,31,10-15 LPA,Unemployed,Married,Ahmedabad,Graduate,Bus,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,Medium,Aware,1
244,Male,58,<3 LPA,Salaried,Married,Mumbai,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,Yes,No,No,Medium,High,Aware,1
245,Male,24,10-15 LPA,Self-Employed,Divorced,Mumbai,Graduate,Flight,Winter,Leisure,Online,No,No,No,No,Low,Medium,Aware,1
246,Female,53,6-10 LPA,Salaried,Single,Mumbai,Post-Graduate,Flight,Summer,Business,Online,Yes,Yes,Yes,No,High,Low,Aware,1
247,Male,27,<3 LPA,Salaried,Married,Hyderabad,Graduate,Flight,Summer,Business,Offline Agent,No,No,No,Yes,Medium,Medium,Aware,1
248,Male,28,<3 LPA,Self-Employed,Married,Mumbai,Post-Graduate,Bus,Monsoon,Business,Offline Agent,No,No,Yes,Yes,Medium,Low,Aware,0
249,Male,57,>15 LPA,Salaried,Married,Chennai,High School,Flight,Summer,Leisure,Online,No,Yes,No,Yes,Low,High,Aware,1
250,Male,30,<3 LPA,Salaried,Married,Chennai,Post-Graduate,Train,Summer,Family Visit,Direct Booking,No,Yes,Yes,No,High,Medium,Aware,1
251,Female,35,3-6 LPA,Salaried,Divorced,Hyderabad,Graduate,Bus,Winter,Leisure,Online,Yes,No,Yes,Yes,Medium,Low,Not Aware,0
252,Male,58,3-6 LPA,Self-Employed,Single,Kolkata,Graduate,Train,Winter,Leisure,Online,Yes,Yes,Yes,No,Medium,Medium,Aware,1
253,Female,35,6-10 LPA,Salaried,Single,Delhi,Post-Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
254,Male,25,10-15 LPA,Salaried,Single,Pune,Post-Graduate,Train,Summer,Leisure,Offline Agent,No,Yes,No,No,Medium,High,Aware,1
255,Male,49,3-6 LPA,Self-Employed,Married,Ahmedabad,Graduate,Train,Winter,Leisure,Direct Booking,No,No,Yes,No,Low,Medium,Aware,0
256,Male,39,3-6 LPA,Salaried,Single,Delhi,Post-Graduate,Bus,Monsoon,Business,Online,No,No,No,Yes,Medium,Medium,Not Aware,0
257,Male,30,>15 LPA,Salaried,Married,Delhi,High School,Own Vehicle,Winter,Family Visit,Online,No,No,Yes,No,Medium,Medium,Aware,1
258,Female,32,10-15 LPA,Salaried,Single,Chennai,Graduate,Train,Monsoon,Leisure,Offline Agent,No,No,Yes,No,Medium,Low,Not Aware,0
259,Female,24,10-15 LPA,Salaried,Single,Pune,Graduate,Flight,Monsoon,Leisure,Direct Booking,Yes,No,No,Yes,Medium,High,Aware,1
260,Male,51,3-6 LPA,Salaried,Married,Bangalore,Graduate,Flight,Summer,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
261,Male,38,3-6 LPA,Unemployed,Married,Pune,Graduate,Own Vehicle,Monsoon,Pilgrimage,Offline Agent,Yes,Yes,Yes,No,High,High,Aware,1
262,Female,36,3-6 LPA,Salaried,Single,Delhi,Graduate,Train,Monsoon,Business,Online,No,No,Yes,No,Medium,High,Aware,0
263,Male,60,6-10 LPA,Salaried,Married,Bangalore,Graduate,Bus,Winter,Business,Online,No,No,Yes,No,High,Medium,Aware,0
264,Male,56,<3 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Monsoon,Business,Offline Agent,No,No,Yes,Yes,High,Low,Not Aware,0
265,Male,45,3-6 LPA,Salaried,Single,Pune,Graduate,Own Vehicle,Monsoon,Leisure,Online,No,No,Yes,Yes,High,Medium,Aware,0
266,Female,43,<3 LPA,Self-Employed,Single,Ahmedabad,High School,Own Vehicle,Winter,Leisure,Online,No,No,No,No,High,High,Not Aware,0
267,Female,32,3-6 LPA,Salaried,Married,Chennai,Graduate,Own Vehicle,Winter,Business,Online,No,No,No,Yes,Medium,High,Not Aware,0
268,Female,54,10-15 LPA,Salaried,Single,Kolkata,High School,Flight,Winter,Pilgrimage,Online,No,No,Yes,No,Low,Medium,Aware,1
269,Male,56,<3 LPA,Salaried,Divorced,Ahmedabad,Doctorate,Bus,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
270,Male,57,6-10 LPA,Student,Married,Ahmedabad,Graduate,Flight,Summer,Business,Online,No,Yes,No,No,High,High,Not Aware,1
271,Female,23,>15 LPA,Salaried,Single,Ahmedabad,Post-Graduate,Own Vehicle,Summer,Business,Direct Booking,No,No,Yes,Yes,Medium,Medium,Not Aware,0
272,Female,29,3-6 LPA,Salaried,Single,Delhi,Graduate,Bus,Monsoon,Business,Offline Agent,No,Yes,Yes,No,High,Medium,Not Aware,1
273,Female,38,6-10 LPA,Student,Single,Ahmedabad,Graduate,Flight,Winter,Business,Online,No,No,No,No,Low,High,Aware,0
274,Female,55,>15 LPA,Salaried,Married,Chennai,High School,Train,Summer,Leisure,Offline Agent,Yes,Yes,Yes,No,Medium,High,Aware,1
275,Male,54,>15 LPA,Student,Married,Hyderabad,Graduate,Train,Monsoon,Business,Online,No,No,Yes,No,Low,High,Not Aware,0
276,Female,34,3-6 LPA,Self-Employed,Married,Chennai,Doctorate,Own Vehicle,Summer,Leisure,Online,Yes,No,No,Yes,Medium,High,Not Aware,0
277,Male,24,<3 LPA,Salaried,Single,Mumbai,High School,Train,Summer,Business,Online,No,No,No,Yes,High,Medium,Not Aware,0
278,Female,49,<3 LPA,Self-Employed,Single,Delhi,High School,Bus,Summer,Leisure,Online,Yes,No,No,No,Medium,Medium,Aware,0
279,Male,35,6-10 LPA,Unemployed,Single,Chennai,Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,Yes,No,Yes,Yes,Low,High,Aware,0
280,Female,48,6-10 LPA,Self-Employed,Single,Kolkata,Graduate,Train,Summer,Leisure,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
281,Female,36,6-10 LPA,Unemployed,Married,Chennai,Post-Graduate,Bus,Monsoon,Family Visit,Online,No,Yes,No,Yes,High,Medium,Aware,1
282,Female,32,3-6 LPA,Salaried,Divorced,Chennai,Graduate,Flight,Winter,Leisure,Online,Yes,No,Yes,No,Medium,High,Aware,0
283,Female,25,<3 LPA,Salaried,Married,Hyderabad,High School,Flight,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,1
284,Male,54,6-10 LPA,Unemployed,Married,Delhi,Post-Graduate,Bus,Winter,Leisure,Offline Agent,No,Yes,Yes,No,Medium,Low,Aware,1
285,Female,21,3-6 LPA,Salaried,Single,Ahmedabad,Graduate,Train,Winter,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,0
286,Male,59,6-10 LPA,Unemployed,Single,Kolkata,Graduate,Bus,Summer,Business,Online,No,No,No,No,Low,Low,Aware,0
287,Male,52,3-6 LPA,Salaried,Single,Delhi,Graduate,Bus,Summer,Family Visit,Online,No,No,No,Yes,High,High,Not Aware,0
288,Male,46,3-6 LPA,Unemployed,Single,Mumbai,High School,Bus,Winter,Pilgrimage,Online,No,Yes,No,Yes,High,High,Aware,1
289,Male,37,3-6 LPA,Salaried,Married,Mumbai,High School,Flight,Monsoon,Pilgrimage,Online,No,No,Yes,Yes,Low,High,Aware,1
290,Female,47,3-6 LPA,Salaried,Single,Pune,High School,Flight,Summer,Leisure,Online,No,No,No,No,Medium,High,Aware,0
291,Male,44,3-6 LPA,Student,Married,Chennai,Doctorate,Flight,Summer,Leisure,Direct Booking,No,Yes,No,No,High,Medium,Not Aware,1
292,Male,55,<3 LPA,Salaried,Divorced,Delhi,Post-Graduate,Train,Monsoon,Leisure,Direct Booking,Yes,No,No,No,Low,High,Not Aware,0
293,Male,59,3-6 LPA,Salaried,Single,Ahmedabad,High School,Own Vehicle,Monsoon,Family Visit,Online,No,Yes,Yes,No,High,High,Aware,1
294,Female,46,<3 LPA,Salaried,Married,Ahmedabad,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,No,Medium,High,Aware,0
295,Female,58,<3 LPA,Self-Employed,Married,Pune,Graduate,Flight,Winter,Business,Online,No,No,No,No,Medium,High,Aware,0
296,Female,43,6-10 LPA,Unemployed,Single,Pune,High School,Bus,Winter,Business,Offline Agent,Yes,No,No,Yes,Medium,Low,Aware,0
297,Female,42,3-6 LPA,Salaried,Divorced,Delhi,Graduate,Train,Monsoon,Leisure,Online,No,Yes,No,Yes,Medium,Low,Not Aware,1
298,Male,24,6-10 LPA,Salaried,Single,Chennai,Post-Graduate,Bus,Winter,Business,Online,No,No,Yes,No,Medium,High,Aware,0
299,Male,29,6-10 LPA,Salaried,Married,Bangalore,High School,Bus,Winter,Leisure,Online,No,No,No,No,High,Medium,Aware,0
300,Female,24,6-10 LPA,Student,Single,Delhi,Post-Graduate,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,Medium,Low,Aware,0
301,Male,27,>15 LPA,Salaried,Single,Chennai,Graduate,Bus,Summer,Leisure,Online,No,No,Yes,No,Low,Medium,Aware,1
302,Male,43,<3 LPA,Salaried,Married,Chennai,High School,Flight,Winter,Leisure,Online,No,No,No,No,Medium,Medium,Aware,0
303,Male,22,6-10 LPA,Salaried,Married,Pune,Post-Graduate,Train,Monsoon,Leisure,Direct Booking,No,No,Yes,No,High,Low,Not Aware,0
304,Female,44,>15 LPA,Self-Employed,Single,Bangalore,High School,Flight,Monsoon,Family Visit,Offline Agent,No,No,Yes,No,Medium,Medium,Aware,1
305,Female,60,10-15 LPA,Student,Single,Mumbai,Post-Graduate,Own Vehicle,Monsoon,Family Visit,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
306,Male,51,<3 LPA,Self-Employed,Married,Ahmedabad,Graduate,Bus,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,High,Not Aware,0
307,Female,51,3-6 LPA,Salaried,Single,Kolkata,Graduate,Flight,Monsoon,Leisure,Online,Yes,No,Yes,No,High,High,Aware,0
308,Female,60,<3 LPA,Self-Employed,Married,Chennai,Post-Graduate,Train,Monsoon,Leisure,Online,No,No,Yes,Yes,High,High,Aware,0
309,Female,54,6-10 LPA,Student,Married,Delhi,Graduate,Own Vehicle,Summer,Leisure,Offline Agent,No,No,No,No,High,High,Aware,0
310,Female,44,6-10 LPA,Salaried,Married,Mumbai,Graduate,Flight,Monsoon,Business,Direct Booking,No,No,Yes,No,Low,High,Aware,0
311,Female,46,3-6 LPA,Salaried,Married,Mumbai,Graduate,Flight,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Aware,1
312,Male,36,6-10 LPA,Salaried,Divorced,Mumbai,Graduate,Own Vehicle,Summer,Leisure,Online,No,No,No,No,High,Low,Aware,0
313,Female,33,6-10 LPA,Student,Married,Chennai,Graduate,Train,Summer,Leisure,Online,Yes,No,Yes,No,High,Low,Aware,0
314,Male,35,3-6 LPA,Self-Employed,Divorced,Delhi,Doctorate,Own Vehicle,Monsoon,Business,Direct Booking,No,Yes,No,Yes,High,High,Not Aware,1
315,Male,47,10-15 LPA,Self-Employed,Single,Kolkata,Post-Graduate,Own Vehicle,Winter,Leisure,Online,No,No,Yes,Yes,Medium,Medium,Not Aware,0
316,Female,24,10-15 LPA,Salaried,Married,Bangalore,Graduate,Bus,Summer,Pilgrimage,Online,No,No,Yes,No,Low,Medium,Not Aware,0
317,Male,36,<3 LPA,Salaried,Divorced,Hyderabad,Graduate,Bus,Monsoon,Family Visit,Online,Yes,Yes,No,No,Low,High,Not Aware,1
318,Male,50,6-10 LPA,Unemployed,Married,Hyderabad,Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,Yes,Yes,No,No,High,Medium,Aware,1
319,Male,50,3-6 LPA,Salaried,Married,Mumbai,Post-Graduate,Bus,Summer,Leisure,Online,No,No,Yes,No,Medium,High,Aware,0
320,Female,56,6-10 LPA,Unemployed,Single,Pune,Graduate,Train,Summer,Leisure,Online,Yes,No,Yes,No,Medium,Medium,Aware,0
321,Female,23,>15 LPA,Self-Employed,Married,Hyderabad,High School,Flight,Monsoon,Leisure,Online,Yes,No,Yes,Yes,High,Medium,Aware,1
322,Male,42,10-15 LPA,Salaried,Married,Pune,High School,Own Vehicle,Summer,Leisure,Online,No,No,Yes,Yes,Medium,High,Aware,1
323,Female,42,3-6 LPA,Salaried,Single,Ahmedabad,Doctorate,Bus,Winter,Family Visit,Online,No,Yes,No,No,Low,High,Not Aware,1
324,Female,32,3-6 LPA,Unemployed,Single,Hyderabad,Graduate,Train,Winter,Family Visit,Online,No,No,Yes,No,Medium,Medium,Aware,0
325,Female,41,3-6 LPA,Salaried,Single,Chennai,Graduate,Train,Monsoon,Leisure,Online,Yes,No,Yes,No,High,Medium,Aware,0
326,Female,24,6-10 LPA,Student,Divorced,Bangalore,Graduate,Train,Winter,Business,Direct Booking,No,No,Yes,No,Medium,Low,Aware,0
327,Male,51,<3 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Monsoon,Pilgrimage,Online,No,Yes,No,No,Medium,High,Not Aware,1
328,Male,51,6-10 LPA,Self-Employed,Divorced,Pune,Graduate,Bus,Summer,Business,Online,No,Yes,No,No,Medium,High,Aware,1
329,Female,43,<3 LPA,Student,Married,Kolkata,Graduate,Train,Summer,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Aware,0
330,Female,40,3-6 LPA,Unemployed,Divorced,Kolkata,High School,Bus,Monsoon,Leisure,Online,No,No,Yes,Yes,Low,Medium,Not Aware,0
331,Male,35,3-6 LPA,Salaried,Married,Bangalore,Graduate,Flight,Monsoon,Leisure,Online,No,No,Yes,Yes,Low,Low,Not Aware,1
332,Male,43,>15 LPA,Self-Employed,Single,Hyderabad,Graduate,Train,Summer,Leisure,Offline Agent,No,Yes,No,Yes,Medium,Medium,Not Aware,1
333,Female,48,6-10 LPA,Salaried,Single,Kolkata,Graduate,Train,Monsoon,Pilgrimage,Online,Yes,No,Yes,Yes,Medium,High,Aware,0
334,Male,36,3-6 LPA,Salaried,Divorced,Mumbai,Graduate,Bus,Winter,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
335,Female,57,<3 LPA,Salaried,Single,Ahmedabad,Graduate,Bus,Winter,Pilgrimage,Online,No,No,Yes,No,Low,Medium,Aware,0
336,Female,41,6-10 LPA,Salaried,Single,Mumbai,High School,Bus,Winter,Business,Online,No,Yes,Yes,No,Medium,Low,Aware,1
337,Male,35,3-6 LPA,Salaried,Single,Kolkata,Graduate,Flight,Summer,Leisure,Online,No,No,No,No,Medium,Medium,Not Aware,0
338,Male,37,6-10 LPA,Salaried,Single,Ahmedabad,Graduate,Own Vehicle,Summer,Leisure,Direct Booking,Yes,No,Yes,Yes,High,High,Aware,0
339,Female,57,10-15 LPA,Unemployed,Married,Bangalore,Graduate,Bus,Summer,Leisure,Online,No,Yes,Yes,No,Medium,Medium,Aware,1
340,Female,33,6-10 LPA,Self-Employed,Married,Pune,Graduate,Train,Monsoon,Leisure,Offline Agent,No,No,Yes,Yes,Low,Medium,Aware,0
341,Male,39,6-10 LPA,Salaried,Married,Ahmedabad,Graduate,Flight,Summer,Business,Online,No,No,No,No,Medium,High,Aware,0
342,Female,50,6-10 LPA,Unemployed,Divorced,Ahmedabad,Graduate,Bus,Summer,Business,Online,Yes,No,No,Yes,Medium,High,Aware,0
343,Male,38,>15 LPA,Salaried,Married,Bangalore,Graduate,Bus,Winter,Family Visit,Offline Agent,No,No,Yes,Yes,High,Medium,Not Aware,0
344,Female,34,>15 LPA,Salaried,Married,Ahmedabad,High School,Train,Summer,Family Visit,Online,No,No,Yes,Yes,Medium,Low,Aware,1
345,Male,56,6-10 LPA,Self-Employed,Single,Bangalore,Graduate,Train,Monsoon,Pilgrimage,Online,No,No,No,Yes,Medium,Low,Not Aware,0
346,Male,56,3-6 LPA,Salaried,Divorced,Bangalore,Doctorate,Bus,Monsoon,Leisure,Offline Agent,No,No,No,No,Medium,High,Aware,0
347,Male,40,3-6 LPA,Student,Single,Delhi,High School,Flight,Winter,Leisure,Online,No,Yes,No,Yes,Medium,Medium,Aware,1
348,Female,39,<3 LPA,Salaried,Married,Mumbai,High School,Bus,Winter,Business,Online,Yes,Yes,Yes,No,High,Medium,Aware,1
349,Female,27,6-10 LPA,Salaried,Married,Hyderabad,Graduate,Own Vehicle,Monsoon,Leisure,Offline Agent,Yes,No,No,No,High,Medium,Not Aware,0
350,Male,24,6-10 LPA,Salaried,Single,Delhi,Graduate,Flight,Winter,Leisure,Online,No,No,No,No,High,Low,Not Aware,0
351,Female,54,<3 LPA,Unemployed,Single,Bangalore,Graduate,Train,Winter,Business,Online,No,No,No,No,High,Medium,Not Aware,0
352,Male,22,<3 LPA,Self-Employed,Single,Hyderabad,Post-Graduate,Train,Monsoon,Family Visit,Online,No,No,Yes,No,Medium,Low,Aware,0
353,Male,25,3-6 LPA,Self-Employed,Single,Mumbai,Graduate,Flight,Winter,Family Visit,Online,Yes,No,Yes,Yes,High,Medium,Aware,1
354,Female,30,10-15 LPA,Self-Employed,Married,Bangalore,Graduate,Flight,Monsoon,Pilgrimage,Online,No,No,Yes,No,Medium,Medium,Aware,1
355,Female,52,6-10 LPA,Salaried,Divorced,Chennai,Doctorate,Train,Monsoon,Leisure,Online,No,No,No,No,High,High,Aware,0
356,Male,33,6-10 LPA,Self-Employed,Married,Bangalore,High School,Own Vehicle,Monsoon,Pilgrimage,Direct Booking,No,No,No,No,Medium,Low,Aware,0
357,Female,59,3-6 LPA,Salaried,Married,Hyderabad,High School,Flight,Winter,Leisure,Online,No,No,No,Yes,Medium,Medium,Aware,1
358,Female,25,6-10 LPA,Salaried,Single,Mumbai,Graduate,Train,Monsoon,Family Visit,Offline Agent,Yes,No,Yes,No,Low,Low,Aware,0
